Restaurant Name,Aggregate rating,Votes,correl,
Jehova es Mi Pastor Tacos y Burritos,3.7,83,,
Texas Roadhouse,3.5,83,,
El Toreo Mexican Restaurant,3.1,83,,
Friends Forever,3.4,83,,
Goli Vada Pav No. 1,3.1,83,,
The Mad Teapot/The Wishing Chair,4.4,83,,
The Golden Dragon,2.6,83,,
Shamji Snacks,2.7,83,,
Curry 'n' Phulka,2.4,83,,
Domino's Pizza,2.8,83,,
Cafe E,3.5,83,,
Stop My Starvation,4.3,83,,
Little Saigon,4,83,,
Manohar Bikkaneri,3.8,83,,
Pizza Hut,2.8,83,,
Kings,3.6,83,,
Kopper Kadai,4.8,83,,
WTF - What's the Food?,3.5,83,,
Desi Zaika,2.6,83,,
Thikaana,3.6,83,,
Mr. Sub,3.7,83,,
Kathi Junction,3.5,83,,
I:ba Cafe & Restaurant,3.5,83,,
Punjab Restaurant,3.8,83,,
The Paddington,3.6,83,,
Pita Pan,3.1,82,,
Tea Halt,3.1,82,,
Nukkad,3.6,82,,
Dawat Khana,2.5,82,,
Korea Restaurant,3,82,,
Central Perk,3.8,82,,
Meenu Caterers,2.7,82,,
Cafe Coffee Day,3.3,82,,
Kolkata Kathi Roll,3.6,82,,
Pasta Hut,3.5,82,,
Domino's Pizza,3.3,82,,
Bake Day,3.2,82,,
Bats On Delivery,2.3,82,,
Gazebo Garden Restaurant,3.5,82,,
Home Sweet Home,4.1,82,,
Genghis Grill,4.6,81,,
Go Kylin,3.5,81,,
Subway,3.3,81,,
Delhi Club House,3.9,81,,
Grain Bell Restaurant,2.8,81,,
Qash Retro Bar,2.7,81,,
The Grill Kitchen - Gourmet,4.1,81,,
Cafe Coffee Day - The Lounge,3.3,81,,
Big Dragon,3.1,81,,
Domino's Pizza,2.5,81,,
Wah Ji Wah,3.1,81,,
Bikanervala,3.4,81,,
My Fit Food,3.7,81,,
Chawla's 2,2.2,81,,
Prana,3.7,81,,
The Elephant House,3.9,81,,
Cafe Shaze,3.8,81,,
Mulligan's Brick Oven Grill,3.6,80,,
The Dosa King,3.2,80,,
Pind Balluchi,2.7,80,,
Pizza Hut,2.8,80,,
The Pebbles Bistro,4.1,80,,
Barbeque Nation,3.9,80,,
12212,3.5,80,,
Dial n Dine,3.4,80,,
Chhalava - ?__Lava,4.4,80,,
Wok On Wheels,3.8,80,,
Uncle Xpress,3.4,80,,
Giani's,3.5,80,,
The Epicure - Fraser Suites,3.1,80,,
Hashtag Foods,3.4,80,,
SGF - Spice Grill Flame,3.4,80,,
Sindhi Chicken Corner,3,80,,
Caf?? Befikre,3.8,80,,
Costa Coffee,3.6,80,,
Night Food Service,3.8,80,,
The Fizz,3.2,80,,
Thee Pot,3.7,80,,
Quick Grabs,3.1,80,,
Malay Restaurant,3.5,80,,
The Urban Socialite,3.8,79,,
Sanjha Chulha,2.5,79,,
Dock Forty Five,4.2,79,,
Bar Bar,4,79,,
Jaiveer Naan & Chaap,2.2,79,,
Ministry of Cafe,3.3,79,,
Sidewalk - Hyatt Regency,3.8,79,,
Paatra - Jaypee Vasant Continental,3.5,79,,
Laziz Kabab (Subhash Restaurant),3.7,79,,
Parallel,4,79,,
Chankya,3.2,79,,
Moustache Coffee,3.7,79,,
Karim's,3.3,79,,
Peshawari,3.6,79,,
Nukkadwala,3.8,79,,
Peshawar Sweets Shop,3.4,79,,
Ashu Bhature Wala,3.3,79,,
Aman-Deep Pure Veg,3.5,79,,
Emperor's Lounge - The Taj Mahal Hotel,3.8,79,,
Moti Mahal Delux Tandoori Trail,2.2,79,,
Paatra - Jaypee Greens,3.5,79,,
Hungry House Pizzas & More,3.4,79,,
New Woks,2.5,79,,
Timboo Cafe,4.2,79,,
Apni Rasoi,3,78,,
Domino's Pizza,2.5,78,,
The Food Junction,2.8,78,,
Subway,3.3,78,,
Startup Cafe,3.7,78,,
Burger Point,3.3,78,,
Chacha Di Hatti,3.7,78,,
Subway,3.4,78,,
Rahul's Rasoi,2.5,78,,
Makhni's,2.7,78,,
Barbeque Creation By Kadhai Tadka,2.5,78,,
Patiala Shahi,3.4,78,,
Cafe Coffee Day,3.3,78,,
Deena Chat Bhandar,3.8,78,,
Sheroes Hangout,4.9,77,,
Ninkasi Imperial Brews & Cookery,4.2,77,,
Hotel Radhakrishna,3.5,77,,
Delhi Darbar,2.2,77,,
Jom Jom Malay,4.4,77,,
Chicken Minar,2.6,77,,
McDonald's,3.4,77,,
Angels in my Kitchen,2.9,77,,
Panda Wokk,3.4,77,,
Daawat E Mezbaan,3.1,77,,
Great Plates By AJ,3.1,77,,
Subway,3.3,77,,
Wow! Momo,2.9,77,,
Nathu's Sweets,2.4,77,,
Famous Dave's,3.6,76,,
Bean Here,3.3,76,,
Kailash Restaurant,3.3,76,,
Tmos Moving Feast,3.3,76,,
Twigly,4.5,76,,
Pizzoccheri,3.6,76,,
Divtya Budhlya Wada Restaurant,3.8,76,,
Shiv Misthan Bhandar,3.8,76,,
Costa Coffee,3.4,76,,
Cafe Bethak,3.4,76,,
The Chocolate Haven,3.6,76,,
Cafe Coffee Day - The Lounge,2.6,76,,
Qureshi Kabab Corner,4.3,76,,
Sagar Ratna,2.4,76,,
Peshawari Chicken Corner,3.6,76,,
Food Fantasy,2.4,76,,
Oasis Baklawa,3.5,76,,
27 China Street,3.4,76,,
Apni Rasoi,3,76,,
Chocolate Square,3.4,76,,
The Tea Lounge - Taj Palace Hotel,4,76,,
The Pint Room,3.7,76,,
TBH ??? To Be Healthy,4,76,,
Kamboj's,2.4,76,,
Khan's Kathi Rolls,3.2,76,,
Flames of Tandoor,3.5,76,,
Spice of India,2.6,76,,
Tuk Tuk Indian Street Food,4,76,,
Indiana Veg Restaurant,3.4,75,,
Sethi's Delicacy,3.8,75,,
Handi X-Press,3.2,75,,
Karim's,3.3,75,,
Sunny Chicken Soup,3.6,75,,
Kallan Sweets,3.8,75,,
Chennai Hot Cafe,3.4,75,,
Domino's Pizza,3.1,75,,
Oberoi's,3.6,75,,
Relax Xpress,3.2,75,,
Cakes & Bakes,3.4,75,,
Kathi,2.8,75,,
The Grill Kitchen,3.8,75,,
Pizza Break,3.4,75,,
Nirmal Vada Pav,3.5,75,,
Wonder Taste of Spices,3.6,75,,
Chawla's Tandoori Xpress,2.5,75,,
D?_ner Grill,3.9,75,,
BTW,3.5,75,,
Punjabi Dhaba 61,2.6,75,,
Sri Basant Vihar,3.6,75,,
Six Degrees,4.1,75,,
Happy Joe's Pizza & Ice Cream,3.5,74,,
Great Sagar Restaurant,3.3,74,,
Burger Point,3.8,74,,
Punjabi Zaika,3.2,74,,
Chilli Indiana,3.8,74,,
Coldpress Company,4.1,74,,
Flavours,3.3,74,,
Shankar Fast Food,3.2,74,,
Riyaz Chicken Corner,3.4,74,,
Kohli Dhaba,3.4,74,,
Barista,3.3,74,,
China Fort,3.5,74,,
Sindhi Corner,4,74,,
Rain Tree Grill,3.2,74,,
Turtle Bay,3.4,74,,
Bobby Tikki Wala,3,74,,
The Momoz Hub,3.6,74,,
Starbucks,3.7,74,,
Sushiya Express,3.7,74,,
Public Cafe,2.1,74,,
Wah Ji Wah,2,74,,
Raj Rasoi,3.3,74,,
Vista - The Park,3.8,74,,
7st by Mumbai Spices,3.4,74,,
Paris 6 Classique,3.4,73,,
Golden China,3.7,73,,
d' Curry House,3.6,73,,
KFC,2.2,73,,
Gallery Caf?? - Hyatt Place,3.8,73,,
Angeethi,2.7,73,,
Yashna,2.8,73,,
Hide Out The Street Cafe,3.8,73,,
Barista,3.3,73,,
Gulnar Bar Be Que,3.1,73,,
Cabana's Kabab & Curry's,3.3,73,,
Domino's Pizza,3.2,73,,
Pavitra Bakers,3.2,73,,
McDonald's,3.3,73,,
The Coffee Bond,4.2,73,,
Mekong - Hotel GreenPark,4.4,73,,
10 To 10 In Delhi,3.8,73,,
Sabai Thai - The Westin Doha Hotel & Spa,4.3,73,,
Nonna's Pasta & Pizzeria,4,72,,
Woodfire Grille,3.6,72,,
Green Chick Chop,3.1,72,,
Manipur Food Stall,3.6,72,,
Thugs - Hotel Broadway,3.4,72,,
Frozen Pan,3.9,72,,
Shri Rama Restaurant,3.5,72,,
Moti Mahal Delux,2.6,72,,
Freakin Beans,3.7,72,,
Dragon Hut,3.3,72,,
Puri Bakers,3.9,72,,
Mad Over Donuts,3.8,72,,
Moti Mahal Delux- Legendary Culinary,3.6,72,,
Al Bake,3.7,72,,
Y?ld?z Aspava,4.4,72,,
Rangrezz Restaurant,3.5,71,,
Brothers' Amritsari Dhaba,3.8,71,,
Naivedya,3.4,71,,
Yalla Yalla,3.3,71,,
Kusum Rolls,3.1,71,,
Burger King,3,71,,
House Of Flavours,3.4,71,,
Domino's Pizza,2.4,71,,
Soya King,2.6,71,,
Foodhall,3.9,71,,
RollsKing,4.1,71,,
Nut Khat Caterers,3.6,71,,
Sweet Tickles,4.1,71,,
Gopal's 56,3.8,71,,
Chinese King,2.5,71,,
Chopsuey,3.2,71,,
Domino's Pizza,3,71,,
Shanghai Moon,2.6,71,,
Baker's Stop,3.7,71,,
Chawla's Chic Inn,3,71,,
Kaphi Pibama,3.8,71,,
The Charcoal Chimney,3.4,70,,
Anupam Sweet,3.4,70,,
Giani,3.6,70,,
Le Chef Restro Bar,2.7,70,,
Giani,3.4,70,,
Daikichi,3.6,70,,
Domino's Pizza,2.8,70,,
Viva Hyderabad,2.5,70,,
Domino's Pizza,2.3,70,,
Bengali Pastry Shop & Snack Bar,3.2,70,,
Horn Please,3,70,,
Sanjha Chulha,2.7,70,,
Sagar Ratna,3.3,70,,
Cafe Coffee Day - The Lounge,2.6,70,,
Hunger Strike,3.3,70,,
Sumo Sushi,4,70,,
GPW - The Food Hub,3,70,,
Cakes 'n' Crumbs,3.6,70,,
Prince of China,3.1,70,,
Ramas Cafe,3.3,70,,
Angel's Basket,3.5,70,,
Mohit di Hatti,3.8,70,,
Moti Mahal Delux,2.5,70,,
Vaishno Punjabi Dhaba,3.5,70,,
Get Lost in Flavours,2.6,70,,
Santushti,2.6,70,,
Punjabi Tadka,3.7,70,,
Domino's Pizza,2.4,70,,
McDonald's,3.4,70,,
Thalaivaa,4.1,70,,
J's Homestyle Cooking,3.6,69,,
Chapala,3.6,69,,
Zaroob,3.9,69,,
Chai Break,4.3,69,,
Viva Hyderabad,2.5,69,,
E Yum,3.4,69,,
Doughlicious,3.6,69,,
Madras Cafe,3.3,69,,
feel ALIVE,4.7,69,,
Bakers Oven,3.6,69,,
Cafe Yolo,3.8,69,,
Just My Bakes,3.9,69,,
Bobby Tikki Wala,2.8,69,,
Aim Delhi Cafe,3.4,69,,
Red Chillies,3.3,69,,
Rajasthan Food Stall No. 1,3.4,69,,
Foodhall,3.7,69,,
Cool Point,4.2,69,,
Subway,3.1,69,,
Tingling Pepper,3.4,69,,
Gullu's,3.1,69,,
Manwhar,3.2,69,,
Wah Ji Wah,2.5,69,,
Sweets and Spices,2.8,69,,
Subway,2.6,69,,
Chills 'n' Grills,3.6,69,,
Chicago Pizza,3.2,69,,
Domino's Pizza,3.3,69,,
Giri Momos Centre & Chinese Fast Food,2.4,69,,
Caffe 9,4.2,69,,
Twisted Tacos,3.4,69,,
Chef's Bar-Be-Que,3.4,69,,
Gopala,3.6,69,,
Red Chilli,3.6,69,,
Meats,4.3,68,,
Jalapenos,4.2,68,,
McDonald's,3.2,68,,
Shri Ram Restaurant,3.1,68,,
Sachdeva Confectioners,3.1,68,,
Roadhouse Cafe,4.1,68,,
Chaayos,3.8,68,,
Ambrosia - The Golden Palms Hotel,2.8,68,,
Muradabadi Shahi Biryani & Chicken Corner,3.3,68,,
Amma Mess,3.4,68,,
Tempting Restaurant,2.7,68,,
Chocomore,3.7,68,,
Express Dhaba,2.7,68,,
Subway,3.4,68,,
Biryaniwala,2.1,68,,
Green Chick Chop,3.6,68,,
Arabian Delites,3.6,68,,
Paapi Paet,3.6,68,,
Chit Chat,3.1,68,,
Mister Chai - Shangri-La's - Eros Hotel,4.1,68,,
All Things Yummy,3.8,68,,
Costa Coffee,3.8,68,,
Nite Bites,3.4,68,,
Cafe Fusion,3.7,68,,
Baati Chokha,3.7,68,,
Chick-fil-A,3.5,67,,
Cafe Coffee Day,3.3,67,,
Takamaka,3.9,67,,
Al Kabab,2.7,67,,
Tandoor Express,4.2,67,,
PomoDoro Bistro,3.4,67,,
Wrapchick,3.9,67,,
Meraaki Kitchen,3.9,67,,
Sugar & Spice - Le Marche,3,67,,
The Kathis,3,67,,
Backkerei,3.6,67,,
Natural Ice Cream,4.5,67,,
Subway,2.8,67,,
Shameem Kabab Corner,3.3,67,,
Pizza Hut Delivery,2.6,67,,
Ekta's Kitchen,3.2,67,,
Zune - Piccadily Hotel,2.6,67,,
361 Restaurant & Banquet,3.4,67,,
Barkat,3.4,67,,
Colonel's Kababz,3.2,67,,
McDonald's,3.5,67,,
Madira,3.6,67,,
Hyderabad House,3.5,67,,
Zizo,3.8,67,,
Earthen Oven - Fortune Inn Grazia,3.4,67,,
Chaayos,3.4,67,,
Aroma - The Royal Retreat,3.5,67,,
The Great Kabab Factory - Radisson Hotel,3.3,67,,
Mr Cooper's House & Garden - The Midland,4.2,67,,
Vine - The St. Regis,4.4,67,,
Sierra's Mexican Restaurant,3.9,66,,
Barbeque Nation,4.4,66,,
Happy Beings,3.5,66,,
Starbucks,3.5,66,,
Chawla's?_,2.2,66,,
Alwar Sweets,3.5,66,,
Monosoz,3.7,66,,
Chimney,2.9,66,,
Mother India,3.9,66,,
Tibb's Frankie,3.6,66,,
Gourmet Affaire's,3.4,66,,
Cocoberry,3.5,66,,
Pudding & Pie,3.4,66,,
Muffins,1.9,66,,
Shree Rathnam,2.9,66,,
Burger King,3.5,66,,
Al Bake,2.5,66,,
Subway,3.2,66,,
Vedanta's,2.7,66,,
Mini Meals,2.7,66,,
Dill's Chawla Chik Inn,3.4,66,,
Hyderabadi Biryani Parlour,2.9,66,,
SS ONN THE GO,3.6,66,,
Sorrento - Shangri-La's - Eros Hotel,3.9,66,,
Waffles and Crepes,3.9,66,,
Time to Tea,3.4,66,,
Pizza Hut,3.5,66,,
The Food Lab,3.6,66,,
Tony Roma's,3.3,65,,
Vince's Restaurant & Pizzeria,3.6,65,,
Balbeer's Kitchen & Bar,3.3,65,,
Burmese Kitchen Plus,3.4,65,,
Captain Bill$ Deliverz,2.5,65,,
Caf?? Burger BC,3.7,65,,
McDonald's,3.3,65,,
Subway,2.4,65,,
Giani,3.3,65,,
Sri Balaji,3.5,65,,
Village - The House of Food,3.7,65,,
Subway,3.5,65,,
Sunil Momos.Com,3.4,65,,
Giani,3.5,65,,
Domino's Pizza,2.6,65,,
Shang Palace - Shangri-La's Eros Hotel,3.7,65,,
Ye Old Bakery - The Claridges,3.7,65,,
Chowringhee,3.5,65,,
Bebbe Da Degh,3.2,65,,
Mainland China,3.5,65,,
Hot Lips,3.3,65,,
Eddie's Patisserie,4.1,64,,
South Store,3.5,64,,
Bamboo House,3.4,64,,
Halki Aanch,3.3,64,,
Say Cheese,2.7,64,,
Selfie Lounge Restro & Bar,3.2,64,,
Ano Tai - Jaypee Vasant Continental,3.4,64,,
Wrapss,3.5,64,,
Jahangeer Foods,2.7,64,,
Chor Bizarre,4.4,64,,
Nutritious Nation,3.6,64,,
Gurdasman Punjabi Khana & Caterers,3.3,64,,
Red Chilli,3,64,,
Kitchen of Awadh,3.4,64,,
Ricks Bar - The Taj Mahal Hotel,3.6,64,,
Deltasious,2.2,64,,
Costa Coffee,3.7,64,,
Caffeinated,3.9,64,,
Roti Restaurant,3.1,64,,
Steak,4.2,64,,
Chili's Grill & Bar,3.8,63,,
Blue -  Rooftop Cafe Restaurant Bistro,3.8,63,,
Angeethi Restaurant,3.3,63,,
Maybe There,3.4,63,,
BMG - All Day Dining,4.3,63,,
Cafe Coffee Day,3.2,63,,
Iroha,3.7,63,,
Keventers,3.7,63,,
The Luggage Room Kitchen And Bar,3.5,63,,
Number 31,4.2,63,,
Domino's Pizza,3,63,,
Bikanervala,3.2,63,,
Cafe Shloka,3.5,63,,
D'Casa,2.7,63,,
Udupi Sai Sarover,3.8,63,,
Garden Chef,3,63,,
Biryani Sons & Co.,3.8,63,,
BTW,2.8,63,,
Hamburg To Hyderabad,3.9,63,,
WTF - Wraps Toast Fries,3.2,63,,
The Chef Restaurant,3.4,63,,
Domino's Pizza,2.9,63,,
The Cake Expert's,2.4,63,,
Appu Ghar Express,2.8,63,,
Behrouz Biryani,3.5,63,,
Kake Da Hotel,3.5,63,,
Tandoor Villa,3.6,63,,
Tipu Sultan,4,63,,
Loudons Cafe & Bakery,3.9,63,,
Briosca,3.6,62,,
Queens Caf??,4,62,,
Cafe Sante,4.3,62,,
Panchwati Rasoi,3.8,62,,
McDonald's,3.6,62,,
Nimtho,4,62,,
Polka Pastry & Snack Bar,3.2,62,,
KFC,3.5,62,,
McDonald's,3.4,62,,
Manohar Bikkaneri,3.6,62,,
Guru Rakha,3.1,62,,
Ramjee's,3.3,62,,
"34, Chowringhee Lane",3.2,62,,
Cocoberry,3.5,62,,
Al Quresh,3.6,62,,
Chik Chow,3.3,62,,
The Chinese Hut,2.4,62,,
Kebab Xpress,3.5,62,,
South Indian Corner,3.5,62,,
Svaruchi Bhoj,2.4,62,,
Chocolate Temptation,3.3,62,,
Woks - The Lalit New Delhi,3.6,62,,
Indian Saffron Co.,4.2,62,,
Pizza Hut Delivery,2.3,62,,
Waterfront - Radisson Blu,3.4,62,,
My Country Platter,3.8,61,,
Mezbaan's,2.7,61,,
Street Foods by Punjab Grill,2.6,61,,
Colonel's Kababz,3,61,,
Privee',3.6,61,,
Novelty Chicken Corner,3.3,61,,
Captain Grub,3.3,61,,
Wah Ji Wah,3.7,61,,
Keventers,3.5,61,,
Kaleva,3.3,61,,
Behrouz Biryani,3.6,61,,
Hot Joint Fast Food,2.6,61,,
Food Scouts,4.6,61,,
Elma's at Good Earth,4,61,,
Latitude - Mosaic Hotels,3.3,61,,
Aggarwal,3.3,61,,
Sweta Restaurant,3.2,61,,
Shahenshah,3.5,61,,
Nirvana,3.4,61,,
The Kimchi Project,4.2,61,,
Chaophraya,4.3,61,,
Sunshine Family Restaurant,3.5,60,,
Costa Coffee,3.3,60,,
Aahar,2,60,,
Pakwan,3.4,60,,
Doughlicious,3.6,60,,
Burgzz Bee,3.6,60,,
The Master's Fast Food Centre,3.5,60,,
The Kylin Experience,3.3,60,,
Laguna,3.4,60,,
Deli - Crowne Plaza,3.7,60,,
The Garam Masala,3.4,60,,
De Cafepedia,3.5,60,,
Green Chick Chop,3.3,60,,
Hot Curries,3.4,60,,
Sant Sweets,3.5,60,,
Om Ji Om,3.2,60,,
Noodle Box,3.5,60,,
Hyderabadi Dum Biryani,2.7,60,,
Chaayos,4.1,60,,
Smoksha Cafe and Lounge,3.4,60,,
Chinese Hut,2.9,60,,
Kalol- Bar Te Kitchen,4,60,,
KFC,3.1,60,,
Gupta's Rasoi,2.8,60,,
Hey' Sugar Delhi,3.7,60,,
CAD M CAD B,3.5,60,,
Domino's Pizza,3.2,60,,
McDonald's,3.4,60,,
Aman Restaurant,3.2,60,,
Skye - Hotel Unique,4.8,59,,
Royal Hotel,3.6,59,,
G Thal,3.6,59,,
Cafe El Chico,3.6,59,,
The Chocolate Room,3.6,59,,
Bizibean,3.6,59,,
Dawat-e-Ishq,3.3,59,,
Subway,3.3,59,,
Restaurant De Seoul,3.6,59,,
Lotus Garden,3.2,59,,
Wah Ji Wah,2.8,59,,
Annapurna Bhandar,3.8,59,,
Sameer's Restaurant,2.5,59,,
Connexions Bar - Crowne Plaza,3.5,59,,
Domino's Pizza,2.7,59,,
Uncle's Kabab Point,3.4,59,,
Deepak Vaishno Dhaba,3.4,59,,
Caara Cafe,3.3,59,,
Chawla Di Hutti,3.1,59,,
Gopal (Sindhi) Restaurant,3.4,59,,
Bikku Bakes,3.7,59,,
Bakery Wala - The Cake Shop,3.4,59,,
Sardar A Pure Meat Shop,3.4,59,,
Spice Court,2.6,59,,
Threads,3.8,59,,
Dare To Deliver,2.3,59,,
Daniell's Tavern - The Imperial,3.7,59,,
The Library - The Leela Palace,3.7,59,,
Haldiram's,3.7,59,,
Starbucks,4,59,,
Lajwaab Restaurant,2.6,59,,
Open Hand Shop & Cafe,3.4,59,,
Veloso,4.6,58,,
Longhorn Steakhouse,3.5,58,,
Vinny Vanucchi's,3.4,58,,
Kahill's Steak-Fish Chophouse,3.5,58,,
The Thai Bowl,3.5,58,,
KFC,3.4,58,,
Moti Mahal Delux,3.3,58,,
McDonald's,3.4,58,,
The Food Store - DoubleTree by Hilton,3.6,58,,
Subway,2.9,58,,
Fu.D,3.7,58,,
Target Ice Cream & Bakers,3.6,58,,
The Cocktail House,3.4,58,,
Big Chow Xpress,2.6,58,,
Nukkadwala,3.7,58,,
Sugar Blossoms,3.6,58,,
Sandwichai,3.3,58,,
Shree Rathnam,3.6,58,,
Pizza Hut Delivery,3.1,58,,
McDonald's,3.3,58,,
Cafe Coffee Day,3.6,58,,
Alkauser,3.4,58,,
Mama's Chinese Kitchen,3,58,,
Midnight Hunger Hub,4.3,58,,
Domino's Pizza,2.5,58,,
Chawla's Chic Inn,2.8,58,,
Coral - InterContinental Doha,3.7,58,,
Cafe Beverly,4.1,58,,
Locos Grill & Pub,3.5,57,,
Outer Limits Fun Zone,3.5,57,,
Bon Barbecue,3.8,57,,
Aryan Family's Delight,3.4,57,,
Paradise,3.6,57,,
KFC,2.1,57,,
Red,3,57,,
L'Angoor,3.5,57,,
Naushi's Kitchenette,3.4,57,,
Needs Gourmet,3.1,57,,
First Eat,3.6,57,,
Palmyra - The Bristol Hotel,3.3,57,,
McDonald's,3,57,,
Sugandh,3.7,57,,
Slice of Italy,2.3,57,,
Keventers,3.9,57,,
Singz,2.9,57,,
Mr. Sub,3.2,57,,
Domino's Pizza,3.3,57,,
Tongue Thai'd,3.7,57,,
The Garden Terrace - Maidens Hotel,3.3,57,,
Senorita's,3.7,57,,
Angels in my Kitchen,3.5,57,,
Kumar Hotel,3.4,57,,
Om Corner,3.7,57,,
Grillz & Gravy,3.3,57,,
The Atrium - The Imperial,3.6,57,,
Shree Rathnam,3.3,57,,
Reena Restaurant,3.5,57,,
Barista,3.3,57,,
Singh's Delight Restaurant,3.5,57,,
Tea Trails,3.7,57,,
Love Crumbs,4.1,57,,
Brooklyn Brothers,3.8,57,,
The Belle General,4.1,56,,
Brijwasi Chat Bhandar,3.6,56,,
Cha cTea,3.8,56,,
Momo-Cha,2.7,56,,
World Cafe - Vibe by The LaLiT Traveller,3.3,56,,
Pita Pit,3.5,56,,
Nagai,4.3,56,,
The Brewhouse,4.1,56,,
Zaaika Junction,2.6,56,,
Chutneez Ishtyle Bar and Dining,3.3,56,,
Muffins,3.5,56,,
Baskin Robbins,3.6,56,,
Meet n Eat,2.7,56,,
Pasta Xpress,3.6,56,,
Annapurna Restaurant,2.5,56,,
Sandoz,2.7,56,,
Chinese Hut,3.2,56,,
Nik's Kitchen,3.8,56,,
Boom Food,3.8,56,,
Pure Punjabi,3.5,56,,
Domino's Pizza,3.5,56,,
Noshh,3.6,56,,
JSB Evergreen Cool Point,2.9,56,,
The Caspian,2.4,56,,
Flying Cakes,2.1,56,,
Dev's Restaurant & Bar,3.1,56,,
Republic's @ Dhaba,2.9,56,,
Bake-a-boo,3.7,55,,
Phantom,3.5,55,,
Habibi Express,2.3,55,,
Annapurna Sweet House,3.7,55,,
GoGourmet,3.7,55,,
Baskin Robbins,3.7,55,,
Tandoor Ka Zaika,2.6,55,,
Cravity,4,55,,
Instapizza,3.9,55,,
Punjabi Corner,3.3,55,,
Bistro,3.9,55,,
New Frontier Hotel,3.3,55,,
Mr. Grill,3.6,55,,
Hot Chimney,2.5,55,,
Peshawari Restaurant,3.1,55,,
Food For Thought,3.8,55,,
Bikano Chat Cafe,2.6,55,,
Roadside Cafe,2.8,55,,
Khalsa,2.7,55,,
Mitra Da Dhaba,2.8,55,,
Chalte Firte Momos & Special Foods,3.5,55,,
Hearken Caf??,4,55,,
KK Da Dhaba,3.4,55,,
Channi Pishori Chicken,3.3,55,,
Desi Galli,2.9,55,,
Oh Buoy,3.4,55,,
Subway,3.4,55,,
The Coffee Bean & Tea Leaf,2.6,55,,
The Plough,4.2,55,,
Chennai Dosa,3.8,55,,
Subway,2.8,54,,
Crazy Bhukkhad,3.9,54,,
Rao's Meeting Point,3.4,54,,
Royal Dine - Hotel Royal Cliff,4,54,,
Sudarshan,3.7,54,,
Bhoj Restaurant,2.8,54,,
WeDesi Flavours,3.9,54,,
Thai House by Kylin,3.8,54,,
Wah Ji Wah,2.1,54,,
Singh-O-Singh Kebabs,3.1,54,,
Pizza Hut Delivery,2.8,54,,
Wagh Bakri Tea Lounge,3.5,54,,
Tantrum Coffee Bar,3.5,54,,
Capital Curry,3.1,54,,
Moksha,3.2,54,,
Zustt Yummy,2.3,54,,
Behrouz Biryani,3.5,54,,
Wow! Momo,3.5,54,,
Platform Nine and Three Quarters,2.6,54,,
Southern Flavours,2.4,54,,
Prairie Grille at SteepleGate Inn,3.4,53,,
McDonald's,3.3,53,,
Jetha Lal Ka Dhabha,3.1,53,,
Club Prison,2.4,53,,
Pizza Hut Delivery,2.7,53,,
The Millionaire Express,4,53,,
District 6,3.8,53,,
Smelling Salts,3.3,53,,
Pt. Babu Ram Devi Dayal Paranthe Wale,3,53,,
Saleem's Restaurant,3.2,53,,
Punjabi Chaap Corner,3.5,53,,
Tirupati Vrindavan,3.7,53,,
Teflas,3.4,53,,
Twenty Four Seven,3.3,53,,
Tikka Town,3.1,53,,
Sushi Junction,4,53,,
Rasoi The Food Express,2.6,53,,
The Edge Cafe,3.1,53,,
Chin 10,3.5,53,,
Costa Coffee,3.6,53,,
Amrit Family Rasoi,2.8,53,,
Kitchen King,2.6,53,,
Udupi Eating House,3.2,53,,
Paramjeet Machi Wala,3.4,53,,
Druk,2.8,53,,
Costa Coffee,3.4,53,,
Hot Pot Snacks,3.4,53,,
Kenny Rogers Roasters,3.7,53,,
McDonald's,3.5,53,,
New Chinese Chilli Sizzler,2.7,53,,
Jamie's Italian,3.9,53,,
Ahuja Milk Bhandar,4,52,,
Twist of Italy,3.6,52,,
Mr. Brown,3.9,52,,
Le Marche Sugar & Spice Cafe,3.5,52,,
ZASTY,3.5,52,,
Spiritual Bar & Lounge-DoubleTree by Hilton,3.4,52,,
Masala Fusion,3.2,52,,
Mother Ringlet,2.5,52,,
Kwality,2.4,52,,
Dilli Darbar,3.7,52,,
Zaffran - The Bristol Hotel,3.2,52,,
MOB Brewpub,4.7,52,,
Odisha,3.1,52,,
Suruchee,3.4,52,,
Vatika,2.7,52,,
Jade Garden,2.4,52,,
Cook Du Kdu,3.2,52,,
Cafe Coffee Day,2.3,52,,
Cafe Coffee Day,2.5,52,,
Green Chick Chop,3.5,52,,
Any Time Food,2.6,52,,
Tuptakes,3.6,52,,
Deli 63,3.6,52,,
Aggarwal Sweets India,2.4,52,,
Marine Drivve - Club & Courtyard,3.8,52,,
The Last Mughal (TLM),4.4,52,,
Spice Deli,3.3,52,,
Madhuvan Chinese Fast Food,2.7,52,,
Peshawari Delux Restaurant,2.4,52,,
Cafe Onion Rings,2.9,52,,
Manchester House,4,52,,
Henry Campbell's Steakhouse,3.5,51,,
Shogun Japanese Steak House,3.5,51,,
Bikanerwala,3.2,51,,
Sakhis Watz Kukin,3.6,51,,
Black N White Cafe,3.3,51,,
Indian Home Food,2.6,51,,
Tawa N Tandoor,2.7,51,,
Karari Kurry,3.4,51,,
Starbucks,3.7,51,,
Eggers Madhouse,3.7,51,,
The Zaffran,3.3,51,,
Pizza Hut Delivery,3.2,51,,
Tewari Bros Confectioners,3.5,51,,
Kaveri,3.3,51,,
